DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2015-04-09T00:00:30     30.75     42.84     29.85     40.80     24.55     33.82     28.12     30.94      1.68     20.99     91.57      1.41     19.03     31.09     19.01     22.09     24.63     21.45     13.29      6.68     33.35     34.05     37.36     40.49     33.93     35.20     31.45     32.84     21.74     27.28    -63.45    -63.45    -54.24    -54.24     34.42     29.05     13.42      1.70     24.16      0.32      0.97     18.55     17.82     94.23     33.20     31.73     31.73    -64.00    -64.00    -63.08    -64.00
2015-04-09T00:01:30     30.75     42.87     29.87     40.83     24.55     33.83     28.12     30.90      1.69     20.98     91.57      1.42     19.02     31.10     19.00     22.10     24.63     21.42     13.23      6.69     33.36     34.05     37.39     40.49     34.00     35.22     31.45     32.89     21.69     27.25    -63.45    -63.45    -54.24    -54.24     34.42     29.05     13.34      1.54     24.16      0.32      0.97     18.55     17.57     94.31     33.20     31.73     31.73    -63.92    -64.00    -63.08    -64.00
2015-04-09T00:02:30     30.75     42.89     29.86     40.83     24.56     33.83     28.10     30.89      1.69     20.99     91.63      1.42     19.00     31.08     19.04     22.10     24.63     21.48     13.16      6.70     33.34     34.07     37.40     40.51     34.03     35.25     31.44     32.94     21.65     27.23    -63.45    -63.45    -54.24    -54.24     34.42     28.80     13.18      1.46     24.08      0.32      0.97     18.55     17.82     94.48     33.20     31.73     31.73    -64.00    -64.00    -63.08    -64.00
2015-04-09T00:03:30     30.77     42.83     29.88     40.83     24.56     33.83     28.10     30.86      1.69     20.98     91.68      1.41     18.99     31.05     19.04     22.10     24.62     21.44     13.09      6.69     33.35     34.06     37.43     40.52     34.03     35.27     31.44     32.96     21.60     27.20    -63.45    -63.45    -54.24    -54.24     34.42     28.80     13.18      1.46     24.00      0.32      0.97     18.55     17.82     94.48     33.20     31.73     31.73    -63.92    -64.00    -63.08    -64.00
2015-04-09T00:04:30     30.76     42.85     29.87     40.80     24.56     33.84     28.09     30.82      1.69     20.96     91.68      1.41     19.09     31.04     19.01     22.12     24.63     21.45     13.02      6.71     33.33     34.08     37.44     40.51     34.05     35.29     31.42     32.99     21.58     27.18    -63.45    -63.45    -54.24    -54.24     34.42     28.80     13.18      1.46     24.00      0.40      1.13     18.55     17.82     94.48     33.20     31.73     31.73    -63.92    -64.00    -63.00    -64.00
2015-04-09T00:05:30     30.77     42.83     29.86     40.81     24.56     33.84     28.09     30.79      1.69     20.98     91.74      1.41     19.07     31.03     19.00     22.11     24.62     21.47     12.95      6.71     33.34     34.09     37.46     40.50     34.11     35.32     31.45     33.04     21.54     27.15    -63.45    -63.45    -54.24    -54.24     34.42     28.80     13.10      1.46     24.16      0.24      0.97     18.55     17.73     94.48     33.20     31.73     31.73    -63.75    -64.00    -63.00    -64.00
2015-04-09T00:06:30     30.76     42.83     29.87     40.78     24.56     33.83     28.08     30.74      1.68     20.95     91.68      1.40     19.05     31.02     19.07     22.13     24.63     21.46     12.88      6.71     33.35     34.10     37.46     40.54     34.10     35.32     31.44     33.05     21.51     27.12    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.93      1.46     24.16      0.24      1.05     18.55     17.82     94.48     33.20     31.73     31.73    -63.92    -64.00    -63.00    -64.00
2015-04-09T00:07:30     30.78     42.80     29.86     40.83     24.56     33.82     28.07     30.73      1.68     20.98     91.57      1.39     19.04     31.03     19.04     22.12     24.64     21.48     12.80      6.72     33.31     34.07     37.46     40.52     34.12     35.35     31.44     33.06     21.51     27.10    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.93      1.46     24.16      0.24      0.97     18.55     17.82     94.48     33.20     31.73     31.73    -63.50    -64.00    -63.00    -64.00
2015-04-09T00:08:30     30.77     42.81     29.86     40.78     24.56     33.84     28.07     30.73      1.67     20.96     91.98      1.37     19.01     31.01     19.01     22.13     24.64     21.46     12.74      6.72     33.32     34.07     37.45     40.49     34.15     35.36     31.43     33.08     21.47     27.06    -63.45    -63.45    -54.24    -54.24     34.34     28.64     12.93      1.46     24.16      0.24      0.97     18.55     17.73     94.48     33.20     31.73     31.73    -64.00    -64.00    -63.00    -64.00
2015-04-09T00:09:30     30.77     42.82     29.86     40.80     24.55     33.81     28.07     30.70      1.66     20.98     91.68      1.36     19.01     31.01     19.00     22.11     24.64     21.48     12.67      6.72     33.30     34.06     37.49     40.52     34.15     35.36     31.42     33.11     21.46     27.05    -63.45    -63.45    -54.24    -54.24     34.42     28.64     12.77      1.46     24.16      0.32      0.97     18.55     17.65     94.48     33.20     31.73     31.73    -63.83    -64.00    -63.00    -64.00
2015-04-09T00:10:30     30.78     42.82     29.86     40.79     24.56     33.82     28.08     30.70      1.66     20.96     91.80      1.36     19.00     31.03     18.99     22.11     24.63     21.45     12.63      6.72     33.28     34.07     37.46     40.49     34.19     35.35     31.43     33.09     21.43     27.01    -63.45    -63.45    -54.24    -54.24     34.42     28.56     12.69      1.46     24.08      0.24      0.97     18.55     17.73     94.48     33.20     31.73     31.73    -63.75    -64.00    -63.00    -64.00
2015-04-09T00:11:30     30.78     42.81     29.85     40.77     24.56     33.82     28.07     30.71      1.64     20.96     91.68      1.34     18.99     31.01     18.99     22.10     24.62     21.46     12.57      6.73     33.25     34.08     37.48     40.49     34.19     35.36     31.43     33.13     21.41     26.98    -63.45    -63.45    -54.24    -54.24     34.42     28.64     12.69      1.70     24.16      0.24      0.97     18.55     17.65     94.56     33.20     31.73     31.73    -63.75    -64.00    -63.00    -64.00
2015-04-09T00:12:30     30.75     42.86     29.86     40.77     24.56     33.80     28.07     30.71      1.63     20.96     91.86      1.33     19.08     31.02     19.03     22.11     24.64     21.45     12.55      6.73     33.23     34.07     37.46     40.49     34.18     35.35     31.43     33.14     21.38     26.98    -63.45    -63.45    -54.24    -54.24     34.42     28.56     12.69      1.70     24.16      0.24      0.97     18.63     17.82     94.56     33.12     31.73     31.73    -63.75    -64.00    -63.00    -64.00
2015-04-09T00:13:30     30.77     42.81     29.85     40.77     24.56     33.82     28.07     30.74      1.62     20.99     91.80      1.32     19.07     31.01     19.02     22.12     24.62     21.49     12.52      6.73     33.23     34.10     37.46     40.49     34.18     35.35     31.42     33.13     21.34     26.94    -63.45    -63.45    -54.24    -54.24     34.42     28.56     12.69      1.70     24.16      0.24      0.97     18.63     17.82     94.56     32.95     31.73     31.73    -63.75    -64.00    -63.00    -64.00
2015-04-09T00:14:30     30.78     42.83     29.86     40.73     24.55     33.79     28.07     30.75      1.62     20.98     91.68      1.31     19.05     31.04     19.01     22.11     24.64     21.45     12.49      6.73     33.20     34.11     37.46     40.47     34.18     35.33     31.42     33.12     21.33     26.93    -63.45    -63.45    -54.24    -54.24     34.42     28.56     12.69      1.87     24.16      0.24      0.97     18.55     17.65     94.56     33.03     31.73     31.73    -63.92    -64.00    -63.00    -64.00
2015-04-09T00:15:30     30.75     42.82     29.85     40.75     24.55     33.80     28.08     30.76      1.60     20.99     91.68      1.30     19.03     31.06     19.00     22.11     24.63     21.47     12.48      6.73     33.18     34.11     37.43     40.48     34.16     35.33     31.41     33.15     21.33     26.91    -63.45    -63.45    -54.24    -54.24     34.42     28.56     12.69      2.03     24.16      0.24      0.97     18.55     17.65     94.56     32.95     31.73     31.73    -63.83    -64.00    -63.00    -64.00
2015-04-09T00:16:30     30.76     42.81     29.85     40.76     24.56     33.78     28.08     30.78      1.60     20.96     91.63      1.29     19.02     31.07     18.98     22.11     24.65     21.46     12.49      6.73     33.18     34.11     37.43     40.43     34.18     35.31     31.40     33.12     21.30     26.90    -63.45    -63.45    -54.24    -54.24     34.42     28.72     12.69      2.19     24.16      0.24      0.97     18.55     17.57     94.64     32.95     31.73     31.73    -64.00    -64.00    -63.00    -64.00
2015-04-09T00:17:30     30.75     42.82     29.85     40.74     24.55     33.76     28.08     30.84      1.59     20.98     91.69      1.29     19.00     31.12     18.97     22.10     24.65     21.48     12.51      6.74     33.13     34.12     37.40     40.40     34.18     35.30     31.40     33.13     21.30     26.89    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.69      2.43     24.16      0.24      0.97     18.55     17.65     94.64     32.95     31.73     31.73    -63.83    -64.00    -63.17    -64.00
2015-04-09T00:18:30     30.77     42.83     29.85     40.71     24.57     33.77     28.10     30.90      1.59     20.98     91.80      1.28     18.99     31.15     19.04     22.11     24.65     21.47     12.54      6.74     33.09     34.14     37.37     40.39     34.17     35.27     31.40     33.10     21.26     26.87    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.69      2.76     24.16      0.24      0.97     18.55     17.82     94.56     32.95     31.73     31.73    -64.00    -64.00    -63.00    -64.00
2015-04-09T00:19:30     30.75     42.80     29.87     40.71     24.55     33.74     28.09     30.94      1.58     20.95     91.57      1.27     18.98     31.18     19.02     22.09     24.65     21.44     12.60      6.74     33.08     34.14     37.37     40.39     34.14     35.25     31.39     33.09     21.25     26.86    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.85      3.00     24.16      0.24      0.97     18.63     17.82     94.56     32.95     31.73     31.73    -63.92    -64.00    -63.17    -64.00
2015-04-09T00:20:30     30.74     42.81     29.87     40.71     24.55     33.72     28.10     31.00      1.57     20.97     91.57      1.27     19.09     31.20     18.99     22.09     24.65     21.47     12.68      6.74     33.04     34.14     37.35     40.37     34.15     35.26     31.39     33.08     21.24     26.87    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.93      3.33     24.16      0.24      0.97     18.55     17.73     94.56     32.95     31.73     31.73    -64.00    -64.00    -63.08    -64.00
2015-04-09T00:21:30     30.77     42.84     29.87     40.70     24.58     33.72     28.10     31.04      1.56     20.96     91.51      1.26     19.06     31.21     19.00     22.10     24.66     21.48     12.76      6.73     33.00     34.15     37.33     40.33     34.12     35.24     31.38     33.05     21.23     26.84    -63.45    -63.45    -54.24    -54.24     34.42     28.80     12.93      3.57     24.16      0.24      0.97     18.55     17.82     94.64     32.95     31.73     31.73    -64.00    -64.00    -63.25    -64.00
