DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2018-09-13T00:00:30     31.42     45.93     30.37     43.93     24.79     34.71     28.07     31.36      0.59     20.98     93.05      0.22     19.03     31.72     19.00     21.98     24.72     21.49     11.80      6.52     31.12     34.30     35.69     37.83     32.23     33.60     32.01     31.15     21.47     27.30    -63.45    -63.45    -54.24    -54.24     33.93     29.05     11.71      2.43     23.76     -0.98     -0.25     18.39     17.57     96.02     31.00     31.98     32.22    -63.92    -64.00    -63.00    -64.00
2018-09-13T00:01:30     31.41     45.89     30.36     43.94     24.79     34.71     28.09     31.38      0.59     20.98     93.12      0.22     19.01     31.72     18.98     21.98     24.73     21.46     11.86      6.52     31.08     34.32     35.68     37.79     32.23     33.57     32.02     31.16     21.46     27.30    -63.45    -63.45    -54.24    -54.24     33.93     29.05     11.96      2.68     23.67     -0.98     -0.25     18.55     17.57     95.94     31.00     31.98     32.22    -64.00    -64.00    -63.00    -64.00
2018-09-13T00:02:30     31.42     45.92     30.34     43.92     24.80     34.71     28.09     31.39      0.59     20.97     93.11      0.22     19.00     31.72     19.00     21.99     24.73     21.50     11.93      6.52     31.04     34.33     35.62     37.75     32.20     33.57     31.97     31.14     21.43     27.29    -63.45    -63.45    -54.24    -54.24     33.93     29.05     11.96      2.84     23.84     -0.98     -0.25     18.55     17.57     96.10     31.00     31.98     32.22    -64.00    -64.00    -63.08    -64.00
2018-09-13T00:03:30     31.39     45.92     30.35     43.92     24.80     34.67     28.09     31.43      0.59     20.99     92.93      0.21     19.02     31.71     18.99     21.98     24.73     21.45     11.98      6.52     31.01     34.31     35.59     37.71     32.19     33.53     31.94     31.12     21.43     27.28    -63.45    -63.45    -54.24    -54.24     33.93     29.05     11.96      3.00     23.84     -0.98     -0.25     18.47     17.57     96.02     31.00     31.98     32.22    -64.00    -64.00    -63.00    -64.00
2018-09-13T00:04:30     31.39     45.92     30.33     43.92     24.80     34.70     28.09     31.44      0.59     20.96     93.11      0.22     19.02     31.72     18.99     21.97     24.75     21.49     12.04      6.51     30.97     34.35     35.56     37.68     32.17     33.52     31.94     31.08     21.40     27.24    -63.45    -63.45    -54.24    -54.24     33.93     29.05     11.96      3.17     23.76     -0.98     -0.25     18.47     17.57     96.18     31.00     31.98     32.22    -64.00    -64.00    -63.00    -64.00
2018-09-13T00:05:30     31.38     45.91     30.33     43.91     24.80     34.67     28.08     31.47      0.58     20.99     93.05      0.21     19.02     31.73     18.98     21.98     24.76     21.46     12.09      6.51     30.94     34.34     35.52     37.65     32.13     33.50     31.93     31.08     21.41     27.24    -63.45    -63.45    -54.24    -54.24     33.93     29.05     12.20      3.41     23.84     -0.98     -0.25     18.47     17.57     96.02     30.84     31.98     32.22    -64.00    -64.00    -63.17    -64.00
2018-09-13T00:06:30     31.37     45.91     30.33     43.93     24.81     34.67     28.09     31.47      0.58     20.99     93.05      0.21     18.99     31.72     18.99     21.97     24.76     21.48     12.16      6.50     30.89     34.34     35.50     37.58     32.14     33.48     31.96     31.04     21.41     27.23    -63.45    -63.45    -54.24    -54.24     33.93     29.05     12.20      3.66     23.67     -0.98     -0.25     18.47     17.57     95.94     30.76     32.06     32.22    -64.00    -64.00    -63.00    -64.00
2018-09-13T00:07:30     31.38     45.89     30.31     43.92     24.81     34.67     28.09     31.51      0.59     20.97     93.00      0.21     19.01     31.72     18.98     21.97     24.77     21.49     12.22      6.50     30.82     34.32     35.44     37.53     32.08     33.45     31.97     31.02     21.41     27.23    -63.45    -63.45    -54.24    -54.24     33.93     29.05     12.20      3.74     23.84     -0.98     -0.25     18.55     17.57     96.02     30.76     31.98     32.22    -64.00    -64.00    -63.00    -64.00
2018-09-13T00:08:30     31.35     45.93     30.33     43.90     24.79     34.63     28.11     31.48      0.58     20.97     93.05      0.21     19.01     31.72     18.99     21.97     24.78     21.47     12.28      6.50     30.79     34.35     35.40     37.50     32.08     33.43     31.96     30.99     21.41     27.22    -63.45    -63.45    -54.24    -54.24     33.93     29.05     12.28      3.90     23.76     -0.98     -0.25     18.47     17.57     95.94     30.76     32.06     32.22    -64.00    -64.00    -63.08    -64.00
2018-09-13T00:09:30     31.38     45.93     30.32     43.87     24.80     34.64     28.10     31.51      0.59     21.00     93.11      0.21     19.02     31.71     18.99     21.97     24.78     21.49     12.33      6.49     30.75     34.34     35.36     37.46     32.04     33.37     31.97     30.96     21.42     27.23    -63.45    -63.45    -54.24    -54.24     33.93     29.13     12.44      3.90     23.84     -0.98     -0.25     18.47     17.57     95.94     30.76     31.98     32.22    -64.00    -64.00    -63.17    -64.00
