DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2014-04-03T00:00:30     29.73     39.63     28.64     38.11     23.91     33.37     27.78     29.89      1.13     20.98     88.64      1.00     19.02     29.72     19.04     22.04     24.80     21.51     13.44      6.51     31.65     32.94     36.01     39.27     33.06     34.00     30.28     31.87     20.82     25.58    -21.60    -21.60     -7.19     -7.19     32.95     27.83     13.67      4.55     24.08     -0.25      0.73     18.55     17.82     91.06     31.65     30.76     30.76    -64.67    -65.00    -64.00    -65.00
2014-04-03T00:01:30     29.73     39.59     28.65     38.12     23.91     33.36     27.78     29.92      1.12     20.97     88.48      1.00     19.02     29.77     19.00     22.03     24.82     21.50     13.47      6.51     31.61     32.92     35.99     39.19     33.00     33.96     30.27     31.83     20.80     25.59    -21.75    -21.75     -7.19     -7.19     32.95     27.83     13.67      4.79     24.00     -0.25      0.73     18.71     17.82     91.06     31.49     30.76     30.76    -64.83    -65.00    -64.00    -65.00
2014-04-03T00:02:30     29.72     39.59     28.64     38.10     23.91     33.35     27.79     29.98      1.13     20.98     88.64      1.00     19.08     29.79     19.01     22.03     24.83     21.48     13.53      6.50     31.55     32.93     35.95     39.15     32.97     33.92     30.28     31.84     20.80     25.59    -21.60    -21.60     -7.19     -7.19     32.95     27.83     13.75      5.28     24.00     -0.25      0.73     18.79     17.82     91.06     31.49     30.76     30.76    -64.75    -65.00    -64.00    -65.00
2014-04-03T00:03:30     29.71     39.60     28.65     38.10     23.91     33.35     27.80     30.02      1.13     20.99     88.33      1.00     19.05     29.80     19.02     22.03     24.84     21.45     13.60      6.50     31.52     32.97     35.91     39.15     32.90     33.92     30.27     31.76     20.81     25.58    -21.75    -21.75     -7.19     -7.19     32.95     27.83     13.91      5.61     24.08     -0.25      0.73     18.63     17.82     91.06     31.49     30.76     30.76    -65.00    -65.00    -64.00    -65.00
2014-04-03T00:04:30     29.71     39.63     28.64     38.10     23.91     33.36     27.82     30.09      1.13     20.96     88.43      0.99     19.02     29.83     18.99     22.03     24.83     21.46     13.68      6.50     31.51     32.99     35.87     39.11     32.90     33.88     30.26     31.73     20.82     25.58    -21.60    -21.60     -7.19     -7.19     32.95     27.83     13.99      5.93     23.92     -0.25      0.73     18.55     17.82     90.98     31.49     30.76     30.76    -64.92    -65.00    -64.00    -65.00
2014-04-03T00:05:30     29.73     39.61     28.65     38.08     23.90     33.34     27.83     30.13      1.13     20.97     88.48      0.99     18.99     29.80     19.00     22.02     24.84     21.48     13.79      6.49     31.42     33.02     35.84     39.05     32.85     33.83     30.27     31.70     20.82     25.59    -21.60    -21.60     -7.19     -7.19     32.95     27.91     14.15      6.10     23.92     -0.25      0.73     18.55     17.82     91.06     31.49     30.76     30.67    -65.00    -65.00    -64.00    -65.00
2014-04-03T00:06:30     29.71     39.64     28.63     38.08     23.91     33.34     27.83     30.17      1.12     20.96     88.38      1.00     19.04     29.80     19.01     22.01     24.87     21.48     13.88      6.48     31.38     33.04     35.78     39.00     32.80     33.79     30.26     31.67     20.83     25.61    -21.89    -21.89     -7.19     -7.19     32.95     28.07     14.15      6.10     23.92     -0.25      0.73     18.79     17.82     90.98     31.32     30.76     30.76    -64.92    -65.00    -64.00    -65.00
2014-04-03T00:07:30     29.70     39.60     28.64     38.10     23.91     33.32     27.83     30.20      1.12     20.96     88.48      0.99     19.06     29.80     18.98     22.01     24.88     21.47     13.97      6.48     31.35     33.03     35.72     38.99     32.75     33.76     30.25     31.62     20.84     25.63    -21.60    -21.60     -7.19     -7.19     32.95     28.07     14.32      6.10     24.00     -0.25      0.73     18.71     17.82     90.90     31.24     30.76     30.76    -64.92    -65.00    -64.00    -65.00
2014-04-03T00:08:30     29.71     39.62     28.63     38.08     23.92     33.31     27.83     30.20      1.12     20.99     88.48      1.00     19.03     29.81     19.01     22.02     24.89     21.50     14.02      6.47     31.29     33.02     35.69     38.93     32.74     33.72     30.22     31.58     20.87     25.64    -21.60    -21.89     -7.19     -7.19     32.95     28.07     14.32      6.10     24.00     -0.25      0.73     18.55     17.82     90.90     31.24     30.76     30.67    -64.92    -65.00    -64.00    -65.00
2014-04-03T00:09:30     29.71     39.59     28.62     38.11     23.91     33.31     27.84     30.19      1.12     20.98     88.33      1.00     19.04     29.80     19.00     22.01     24.90     21.50     14.07      6.47     31.22     33.05     35.61     38.89     32.69     33.68     30.24     31.56     20.89     25.64    -21.60    -21.60     -7.19     -7.19     32.95     28.07     14.40      6.18     24.00     -0.17      0.73     18.55     17.82     90.81     31.24     30.76     30.76    -65.00    -65.00    -64.00    -65.00
