DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2017-11-30T00:00:30     25.97     34.68     23.30     33.91     18.52     26.92     22.81     20.81      3.92     20.96     76.76      3.31     19.00     22.17     19.01     21.16     22.27     21.43      5.77      7.81     30.45     25.79     35.37     37.75     32.59     33.31     26.24     33.21     16.76     20.17    -55.59    -56.20    -54.24    -54.24     26.93     17.82      6.50     -3.18     22.70      2.27      2.68     18.55     17.82     80.72     29.78     25.30     27.01    -57.08    -58.00    -57.00    -58.00
2017-11-30T00:01:30     25.97     34.58     23.14     33.81     18.45     26.77     22.97     20.42      3.87     20.97     75.63      3.27     19.02     21.87     19.02     21.14     22.22     21.42      6.69      7.80     30.40     25.67     35.24     37.66     32.54     33.20     26.92     33.17     16.70     19.97    -56.20    -56.20    -39.82    -54.24     26.77     17.49      6.59     -3.02     22.70      2.19      2.68     18.55     17.82     79.58     29.78     25.38     27.09    -57.58    -58.00    -57.00    -58.00
2017-11-30T00:02:30     25.98     34.61     23.01     33.74     18.44     26.61     23.22     20.08      3.83     20.96     74.32      3.23     19.00     21.57     18.97     21.12     22.19     21.42      6.40      7.80     30.34     25.65     35.14     37.67     32.52     33.11     26.64     32.61     16.63     19.76    -55.59    -56.20    -49.43    -54.24     26.60     17.16      6.10     -2.94     22.70      2.19      2.68     18.55     17.82     78.28     29.70     25.30     26.77    -58.00    -58.00    -57.00    -58.00
2017-11-30T00:03:30     25.96     34.70     22.87     33.70     18.42     26.47     23.39     19.83      3.78     20.98     73.22      3.18     19.02     21.34     19.02     21.11     22.14     21.43      6.04      7.80     30.29     25.72     35.00     37.63     32.52     32.96     26.45     32.06     16.61     19.58    -56.20    -56.20    -54.24    -54.24     26.60     16.92      5.85     -2.94     22.70      2.19      2.68     18.55     17.82     76.90     29.78     25.22     26.60    -58.00    -58.00    -57.00    -58.00
2017-11-30T00:04:30     25.98     34.81     22.74     33.68     18.40     26.37     23.53     19.64      3.74     20.98     71.87      3.14     19.00     21.13     18.98     21.08     22.09     21.44      5.85      7.79     30.24     25.81     34.92     37.59     32.43     32.84     26.36     31.74     16.59     19.39    -56.20    -56.20    -44.63    -54.24     26.60     16.76      5.85     -2.77     22.70      2.11      2.68     18.55     17.82     75.43     29.78     25.30     26.60    -58.00    -58.08    -57.42    -58.00
2017-11-30T00:05:30     25.96     34.92     22.63     33.69     18.38     26.28     23.65     19.52      3.69     20.99     70.48      3.10     19.01     20.99     18.98     21.05     22.07     21.41      5.76      7.80     30.22     25.89     34.80     37.59     32.35     32.77     26.29     31.49     16.57     19.21    -56.20    -56.20    -54.24    -54.24     26.60     16.59      5.69     -2.69     22.54      2.03      2.60     18.55     17.82     74.05     29.78     25.22     26.52    -58.00    -58.42    -57.83    -58.42
2017-11-30T00:06:30     25.99     35.04     22.51     33.70     18.37     26.21     23.74     19.44      3.64     20.94     69.47      3.06     18.99     20.87     18.97     21.03     22.04     21.41      5.71      7.79     30.17     25.98     34.74     37.55     32.25     32.73     26.24     31.29     16.57     19.05    -56.20    -56.20    -44.63    -54.24     26.52     16.59      5.69     -2.61     22.45      2.03      2.43     18.55     17.82     72.75     29.78     25.22     26.44    -58.00    -58.92    -58.00    -59.00
2017-11-30T00:07:30     25.97     35.18     22.41     33.72     18.35     26.16     23.86     19.41      3.61     20.96     68.39      3.02     19.04     20.80     19.03     21.02     22.04     21.41      5.69      7.79     30.14     26.06     34.69     37.51     32.16     32.66     26.23     31.15     16.58     18.89    -56.20    -56.20    -44.63    -54.24     26.52     16.59      5.69     -2.45     22.45      1.95      2.43     18.55     17.82     71.69     29.78     25.14     26.44    -58.00    -59.00    -58.00    -59.00
2017-11-30T00:08:30     25.96     35.23     22.31     33.74     18.34     26.09     23.93     19.40      3.56     20.98     67.60      2.98     19.01     20.75     18.99     21.01     22.01     21.40      5.72      7.79     30.12     26.16     34.62     37.50     32.08     32.62     26.17     31.01     16.61     18.75    -56.20    -56.20    -44.63    -54.24     26.60     16.59      5.77     -2.37     22.45      1.95      2.43     18.55     17.82     70.63     29.78     25.22     26.36    -58.42    -59.00    -58.00    -59.00
2017-11-30T00:09:30     26.00     35.28     22.24     33.76     18.33     26.07     24.02     19.43      3.52     20.99     66.84      2.95     19.02     20.73     19.04     21.00     22.00     21.40      5.76      7.79     30.11     26.21     34.58     37.50     32.00     32.60     26.17     30.90     16.63     18.63    -56.20    -56.20    -39.82    -54.24     26.60     16.84      5.85     -2.20     22.45      1.95      2.43     18.55     17.82     69.82     29.94     25.14     26.36    -58.92    -59.00    -58.00    -59.00
