DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2015-07-29T00:00:30     29.36     41.89     28.41     39.86     23.66     32.39     27.57     29.47      1.79     20.97     88.48      1.40     19.01     29.66     19.05     21.92     24.26     21.45     11.34      7.02     31.60     33.20     35.95     38.89     32.80     33.89     29.89     31.67     20.61     25.45    -63.45    -63.45    -54.24    -54.24     33.68     27.34     11.47      2.27     23.92      0.40      0.97     18.55     17.82     91.30     31.49     30.76     30.27    -63.00    -63.00    -62.00    -63.00
2015-07-29T00:01:30     29.36     41.92     28.39     39.90     23.66     32.38     27.57     29.53      1.77     20.96     88.43      1.39     19.00     29.67     19.01     21.90     24.25     21.49     11.38      7.02     31.58     33.22     35.94     38.87     32.77     33.90     29.89     31.64     20.61     25.42    -63.45    -63.45    -54.24    -54.24     33.68     27.34     11.53      2.56     23.92      0.42      0.97     18.55     17.82     91.30     31.49     30.82     30.27    -63.00    -63.00    -62.00    -63.08
2015-07-29T00:02:30     29.36     41.89     28.41     39.86     23.65     32.37     27.57     29.56      1.75     20.97     88.53      1.38     18.99     29.68     18.99     21.89     24.27     21.48     11.43      7.01     31.54     33.24     35.92     38.87     32.75     33.85     29.89     31.63     20.58     25.42    -63.45    -63.45    -54.24    -54.24     33.68     27.34     11.63      2.84     23.92      0.32      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.00    -62.58    -63.08
2015-07-29T00:03:30     29.36     41.88     28.39     39.87     23.64     32.37     27.59     29.62      1.75     20.97     88.59      1.37     19.03     29.72     19.01     21.89     24.28     21.46     11.49      7.01     31.51     33.23     35.87     38.84     32.74     33.83     29.88     31.63     20.58     25.41    -63.45    -63.45    -54.24    -54.24     33.68     27.42     11.71      3.00     23.92      0.24      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.00    -62.67    -63.25
2015-07-29T00:04:30     29.35     41.88     28.39     39.89     23.66     32.35     27.59     29.68      1.74     20.98     88.38      1.36     19.01     29.72     18.98     21.89     24.29     21.46     11.56      7.00     31.48     33.26     35.82     38.79     32.67     33.81     29.87     31.59     20.57     25.41    -63.45    -63.45    -54.24    -54.24     33.68     27.58     11.71      3.17     23.92      0.24      0.97     18.55     17.73     91.30     31.24     30.76     30.27    -63.00    -63.00    -62.83    -63.50
2015-07-29T00:05:30     29.35     41.88     28.40     39.86     23.66     32.34     27.59     29.74      1.74     20.98     88.43      1.36     19.02     29.73     18.98     21.89     24.28     21.47     11.60      6.99     31.46     33.27     35.79     38.77     32.69     33.78     29.88     31.58     20.57     25.41    -63.45    -63.45    -54.24    -54.24     33.68     27.58     11.79      3.33     23.92      0.24      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.00    -62.92    -63.75
2015-07-29T00:06:30     29.34     41.90     28.41     39.87     23.65     32.30     27.60     29.79      1.73     20.97     88.53      1.35     19.04     29.76     19.03     21.89     24.30     21.48     11.66      7.00     31.42     33.27     35.76     38.74     32.66     33.72     29.88     31.53     20.57     25.40    -63.45    -63.45    -54.24    -54.24     33.68     27.66     11.96      3.57     23.92      0.24      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.17    -63.00    -63.92
2015-07-29T00:07:30     29.34     41.90     28.42     39.86     23.65     32.31     27.58     29.85      1.72     20.96     88.59      1.34     19.01     29.79     19.01     21.88     24.31     21.49     11.72      6.98     31.38     33.27     35.72     38.70     32.64     33.71     29.87     31.50     20.56     25.42    -63.45    -63.45    -54.24    -54.24     33.68     27.74     11.96      3.82     23.92      0.32      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.25    -63.00    -64.00
2015-07-29T00:08:30     29.35     41.90     28.39     39.87     23.64     32.30     27.61     29.91      1.72     20.96     88.48      1.34     18.99     29.79     19.05     21.88     24.31     21.48     11.79      6.98     31.33     33.29     35.67     38.68     32.62     33.67     29.88     31.49     20.58     25.41    -63.45    -63.45    -54.24    -54.24     33.68     27.74     11.96      3.98     23.92      0.32      0.97     18.55     17.82     91.30     31.24     30.76     30.27    -63.00    -63.42    -63.00    -63.92
2015-07-29T00:09:30     29.34     41.89     28.41     39.87     23.64     32.31     27.61     29.98      1.71     21.01     88.53      1.34     19.02     29.80     19.04     21.89     24.32     21.49     11.85      6.97     31.30     33.28     35.62     38.64     32.60     33.64     29.87     31.44     20.58     25.42    -63.45    -63.45    -54.24    -54.24     33.68     27.83     12.04      4.14     23.92      0.24      0.97     18.55     17.82     91.30     31.16     30.76     30.27    -63.00    -63.58    -63.00    -64.00
2015-07-29T00:10:30     29.33     41.89     28.38     39.85     23.64     32.28     27.61     30.04      1.70     20.96     88.54      1.34     19.07     29.83     19.01     21.88     24.33     21.46     11.92      6.97     31.26     33.30     35.58     38.58     32.59     33.60     29.87     31.41     20.59     25.44    -63.45    -63.45    -54.24    -54.24     33.68     27.83     12.20      4.39     23.92      0.40      0.97     18.55     17.82     91.22     31.08     30.76     30.27    -63.00    -63.83    -63.00    -64.00
2015-07-29T00:11:30     29.36     41.89     28.41     39.85     23.65     32.28     27.63     30.12      1.70     20.97     88.54      1.34     19.04     29.87     18.99     21.88     24.34     21.47     11.98      6.96     31.22     33.29     35.56     38.55     32.52     33.56     29.87     31.39     20.62     25.47    -63.45    -63.45    -54.24    -54.24     33.68     28.07     12.20      4.55     23.92      0.32      0.97     18.55     17.82     91.30     31.00     30.76     30.27    -63.00    -63.83    -63.00    -64.00
2015-07-29T00:12:30     29.33     41.90     28.41     39.85     23.64     32.26     27.64     30.18      1.71     20.98     88.33      1.35     19.01     29.87     19.05     21.88     24.35     21.49     12.05      6.96     31.17     33.31     35.51     38.51     32.51     33.53     29.87     31.35     20.63     25.48    -63.45    -63.45    -54.24    -54.24     33.68     28.07     12.28      4.63     23.92      0.24      0.97     18.55     17.82     91.30     31.00     30.84     30.27    -63.00    -64.00    -63.00    -64.00
2015-07-29T00:13:30     29.35     41.91     28.41     39.85     23.66     32.25     27.66     30.24      1.71     20.99     88.43      1.35     19.02     29.89     19.02     21.88     24.36     21.46     12.11      6.95     31.14     33.32     35.47     38.49     32.44     33.48     29.87     31.31     20.65     25.49    -63.45    -63.45    -54.24    -54.24     33.77     28.15     12.44      4.79     23.92      0.32      0.97     18.55     17.82     91.22     31.00     30.76     30.27    -63.00    -63.92    -63.00    -64.00
2015-07-29T00:14:30     29.33     41.90     28.41     39.85     23.65     32.24     27.66     30.29      1.70     20.98     88.38      1.35     19.03     29.91     19.00     21.88     24.37     21.49     12.19      6.95     31.11     33.30     35.43     38.44     32.43     33.45     29.88     31.28     20.69     25.53    -63.45    -63.45    -54.24    -54.24     33.68     28.31     12.44      4.88     23.84      0.24      0.97     18.55     17.73     91.14     30.92     30.76     30.27    -63.00    -64.00    -63.00    -64.00
2015-07-29T00:15:30     29.33     41.88     28.43     39.85     23.65     32.23     27.67     30.36      1.70     20.97     88.43      1.36     18.99     29.93     19.00     21.88     24.37     21.47     12.25      6.94     31.06     33.29     35.41     38.35     32.38     33.47     29.88     31.24     20.74     25.54    -63.45    -63.45    -54.24    -54.24     33.68     28.31     12.44      4.88     23.92      0.24      0.97     18.55     17.82     91.14     31.00     30.84     30.27    -63.00    -63.75    -63.00    -64.00
2015-07-29T00:16:30     29.32     41.89     28.42     39.88     23.64     32.21     27.67     30.39      1.71     20.96     88.38      1.37     18.99     29.97     19.02     21.86     24.39     21.49     12.32      6.94     31.03     33.29     35.37     38.30     32.35     33.41     29.87     31.21     20.76     25.59    -63.45    -63.45    -54.24    -54.24     33.68     28.31     12.53      4.88     23.92      0.40      0.97     18.55     17.82     91.06     30.92     30.76     30.27    -63.00    -64.00    -63.00    -64.00
