DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2015-11-17T00:00:30     26.08     37.91     24.34     36.04     20.86     29.12     25.99     24.70      2.42     20.95     75.36      2.08     18.99     25.07     19.00     21.37     23.04     21.46      8.68      7.40     31.63     29.24     35.76     39.11     32.56     33.78     27.00     31.41     19.31     21.54    -59.82    -59.82    -54.24    -54.24     29.05     22.94      9.03     -0.98     22.94      0.97      1.70     18.55     17.82     76.98     31.81     27.09     27.34    -61.00    -62.00    -61.00    -62.00
2015-11-17T00:01:30     26.09     37.95     24.36     36.10     20.87     29.15     26.02     24.79      2.40     20.99     75.56      2.06     19.00     25.16     19.04     21.38     23.04     21.45      8.79      7.40     31.68     29.27     35.76     39.14     32.52     33.80     27.00     31.41     19.37     21.59    -59.82    -59.82    -54.24    -54.24     29.05     23.11      9.03     -0.98     22.94      0.97      1.70     18.55     17.82     77.14     31.73     27.09     27.34    -61.00    -62.00    -61.00    -62.00
2015-11-17T00:02:30     26.12     38.00     24.38     36.12     20.88     29.19     26.03     24.93      2.39     20.96     75.66      2.06     19.01     25.25     18.99     21.37     23.04     21.42      8.90      7.39     31.73     29.30     35.81     39.17     32.52     33.85     27.01     31.39     19.42     21.67    -59.82    -59.82    -54.24    -54.24     29.05     23.19      9.03     -0.98     22.94      0.97      1.70     18.55     17.82     77.22     31.98     27.09     27.34    -61.17    -62.00    -61.00    -62.00
2015-11-17T00:03:30     26.12     38.00     24.41     36.15     20.87     29.20     26.04     25.01      2.38     20.96     75.83      2.05     18.99     25.36     18.99     21.37     23.04     21.46      8.98      7.40     31.79     29.33     35.84     39.18     32.54     33.85     26.99     31.39     19.45     21.76    -59.82    -59.82    -54.24    -54.24     29.05     23.35      9.27     -0.98     22.94      0.97      1.70     18.63     17.82     77.39     31.98     27.09     27.34    -61.17    -62.00    -61.00    -62.00
2015-11-17T00:04:30     26.10     38.04     24.43     36.17     20.88     29.24     26.08     25.12      2.36     20.96     75.93      2.05     19.07     25.46     19.06     21.37     23.05     21.46      9.08      7.40     31.83     29.34     35.86     39.25     32.56     33.88     27.00     31.40     19.51     21.82    -59.82    -59.82    -54.24    -54.24     29.05     23.43      9.27     -0.98     22.94      0.97      1.70     18.55     17.82     77.55     31.98     27.09     27.34    -61.67    -62.00    -61.00    -62.00
2015-11-17T00:05:30     26.09     38.06     24.48     36.20     20.88     29.28     26.09     25.21      2.36     20.98     76.24      2.05     19.04     25.52     19.02     21.38     23.05     21.45      9.16      7.39     31.91     29.35     35.91     39.26     32.59     33.90     27.00     31.43     19.56     21.91    -59.82    -59.82    -54.24    -54.24     29.13     23.67      9.27     -0.98     22.94      0.97      1.70     18.55     17.82     77.79     31.98     27.09     27.34    -61.83    -62.00    -61.00    -62.00
2015-11-17T00:06:30     26.08     38.10     24.50     36.27     20.89     29.30     26.13     25.30      2.36     20.96     76.48      2.05     19.00     25.61     19.03     21.39     23.05     21.43      9.24      7.40     31.96     29.37     35.94     39.33     32.60     33.93     27.02     31.46     19.61     21.96    -59.82    -61.03    -54.24    -54.24     29.21     23.67      9.51     -1.06     22.94      0.97      1.70     18.55     17.90     77.96     32.14     27.09     27.34    -62.00    -62.00    -61.00    -62.00
2015-11-17T00:07:30     26.08     38.12     24.53     36.30     20.89     29.34     26.15     25.40      2.36     20.97     76.65      2.05     18.98     25.71     19.07     21.40     23.05     21.47      9.31      7.39     32.03     29.40     35.97     39.39     32.65     33.94     26.99     31.49     19.68     22.02    -59.82    -61.03    -54.24    -54.24     29.21     23.92      9.51     -1.06     22.94      0.97      1.70     18.55     17.90     78.20     32.22     27.09     27.34    -62.00    -62.00    -61.00    -62.00
2015-11-17T00:08:30     26.08     38.15     24.58     36.33     20.90     29.36     26.16     25.49      2.36     20.96     77.03      2.07     19.07     25.81     19.02     21.39     23.05     21.43      9.37      7.39     32.10     29.40     36.01     39.42     32.64     34.00     26.98     31.51     19.72     22.09    -59.82    -59.82    -54.24    -54.24     29.29     23.92      9.51     -1.23     22.94      0.97      1.70     18.63     17.82     78.44     32.22     27.09     27.34    -62.00    -62.00    -61.00    -62.00
2015-11-17T00:09:30     26.08     38.20     24.60     36.38     20.89     29.40     26.20     25.58      2.36     20.96     77.28      2.08     19.04     25.91     18.99     21.41     23.07     21.46      9.43      7.39     32.17     29.41     36.09     39.48     32.67     34.03     27.01     31.52     19.76     22.16    -59.82    -59.82    -54.24    -54.24     29.29     24.08      9.51     -1.23     22.94      0.97      1.70     18.55     17.82     78.69     32.22     27.09     27.34    -62.00    -62.00    -61.17    -62.00
