DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2016-06-30T00:00:30     29.34     42.88     28.47     40.83     23.48     32.56     27.59     29.70      1.14     20.99     89.17      0.81     19.02     29.86     18.96     21.76     24.18     21.44     11.20      6.97     29.12     33.21     33.69     35.96     30.24     31.67     29.89     29.22     20.51     25.45    -62.24    -61.03    -54.24    -54.24     33.44     27.50     11.39      3.09     23.67     -0.25      0.32     18.55     17.82     91.79     29.05     30.76     30.27    -63.00    -63.00    -62.00    -63.00
2016-06-30T00:01:30     29.35     42.92     28.48     40.82     23.48     32.54     27.60     29.78      1.12     20.97     89.06      0.81     19.01     29.86     19.02     21.75     24.20     21.50     11.28      6.96     29.06     33.21     33.65     35.91     30.23     31.64     29.88     29.20     20.51     25.44    -63.45    -62.85    -54.24    -54.24     33.44     27.58     11.47      3.41     23.67     -0.25      0.40     18.55     17.82     91.79     29.05     30.76     30.19    -63.00    -63.00    -62.17    -63.00
2016-06-30T00:02:30     29.34     42.88     28.47     40.78     23.48     32.54     27.58     29.84      1.11     20.98     89.12      0.79     18.99     29.88     18.98     21.75     24.19     21.48     11.36      6.95     29.05     33.20     33.60     35.88     30.17     31.61     29.88     29.16     20.51     25.45    -63.45    -62.85    -54.24    -54.24     33.44     27.58     11.47      3.57     23.67     -0.33      0.24     18.55     17.73     91.79     29.05     30.76     30.27    -63.00    -63.00    -62.50    -63.00
2016-06-30T00:03:30     29.35     42.90     28.46     40.81     23.48     32.52     27.60     29.89      1.09     20.96     89.28      0.78     19.01     29.88     18.98     21.75     24.21     21.47     11.43      6.95     28.99     33.23     33.57     35.86     30.13     31.57     29.87     29.11     20.53     25.47    -63.45    -63.45    -54.24    -54.24     33.44     27.74     11.47      3.82     23.67     -0.41      0.24     18.55     17.82     91.79     29.05     30.76     30.10    -63.00    -63.00    -62.58    -63.17
2016-06-30T00:04:30     29.36     42.93     28.46     40.80     23.48     32.52     27.61     29.99      1.08     20.98     89.28      0.77     18.97     29.87     19.01     21.73     24.21     21.48     11.51      6.95     28.96     33.25     33.50     35.78     30.13     31.54     29.87     29.10     20.53     25.47    -63.45    -63.45    -54.24    -54.24     33.44     27.83     11.71      3.90     23.67     -0.41      0.24     18.55     17.82     91.79     28.96     30.76     30.19    -63.00    -63.00    -62.92    -63.58
2016-06-30T00:05:30     29.36     42.90     28.45     40.82     23.48     32.49     27.62     30.04      1.08     20.97     89.17      0.77     18.99     29.91     18.99     21.74     24.23     21.46     11.59      6.94     28.92     33.26     33.48     35.76     30.05     31.51     29.86     29.05     20.54     25.49    -63.45    -63.45    -54.24    -54.24     33.44     27.83     11.71      4.06     23.67     -0.49      0.24     18.55     17.82     91.79     28.88     30.76     30.10    -63.00    -63.08    -63.00    -63.83
2016-06-30T00:06:30     29.36     42.89     28.45     40.76     23.47     32.51     27.62     30.12      1.07     20.99     89.01      0.76     19.01     29.93     18.98     21.74     24.24     21.47     11.66      6.93     28.91     33.27     33.45     35.74     30.03     31.48     29.86     29.01     20.57     25.51    -63.45    -63.45    -54.24    -54.24     33.44     28.07     11.71      4.14     23.76     -0.49      0.24     18.55     17.82     91.79     28.80     30.76     30.19    -63.00    -63.00    -63.00    -63.25
2016-06-30T00:07:30     29.37     42.90     28.44     40.79     23.48     32.48     27.62     30.19      1.06     20.97     88.96      0.76     18.98     29.95     19.00     21.74     24.23     21.46     11.73      6.93     28.87     33.27     33.41     35.70     30.00     31.46     29.87     28.97     20.60     25.52    -63.45    -63.45    -54.24    -54.24     33.44     28.07     11.87      4.23     23.67     -0.41      0.24     18.55     17.73     91.79     28.80     30.76     30.19    -63.00    -63.33    -63.00    -64.00
2016-06-30T00:08:30     29.33     42.93     28.47     40.80     23.47     32.46     27.65     30.26      1.06     20.97     89.12      0.76     19.00     29.97     18.98     21.72     24.24     21.47     11.79      6.91     28.84     33.29     33.34     35.64     29.98     31.41     29.86     28.95     20.62     25.53    -63.45    -63.45    -54.24    -54.24     33.44     28.15     11.96      4.39     23.76     -0.41      0.24     18.55     17.82     91.79     28.80     30.76     30.27    -63.00    -63.50    -63.00    -63.92
2016-06-30T00:09:30     29.34     42.92     28.44     40.79     23.47     32.46     27.64     30.32      1.05     20.98     89.01      0.76     19.00     29.99     19.01     21.73     24.26     21.49     11.84      6.92     28.80     33.30     33.35     35.58     29.95     31.39     29.86     28.90     20.66     25.57    -63.45    -63.45    -54.24    -54.24     33.52     28.31     11.96      4.63     23.67     -0.41      0.24     18.55     17.82     91.79     28.80     30.76     30.10    -63.00    -63.75    -63.00    -64.00
