DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2017-04-20T00:00:30     31.21     45.08     30.25     42.90     24.46     33.74     28.24     31.35      0.68     20.99     92.15      0.50     18.97     31.63     18.98     21.98     24.47     21.45     12.65      6.66     31.29     34.68     35.38     37.80     31.62     33.32     31.89     30.62     22.13     27.80    -62.24    -60.43    -54.24    -54.24     35.15     29.29     12.69      0.97     23.84     -0.74     -0.01     18.55     17.57     95.21     31.24     32.22     32.22    -63.92    -64.00    -63.00    -64.00
2017-04-20T00:01:30     31.20     45.14     30.26     42.90     24.46     33.75     28.21     31.30      0.69     20.98     92.45      0.51     19.03     31.60     19.00     21.98     24.47     21.43     12.59      6.66     31.34     34.65     35.45     37.86     31.69     33.34     31.90     30.69     22.07     27.79    -61.03    -61.03    -54.24    -54.24     34.91     29.29     12.61      0.97     23.92     -0.74     -0.01     18.55     17.57     95.21     31.24     32.22     32.22    -64.00    -64.00    -63.00    -64.00
2017-04-20T00:02:30     31.20     45.07     30.26     42.94     24.48     33.78     28.22     31.29      0.69     20.98     92.45      0.51     19.01     31.59     19.03     21.98     24.47     21.46     12.56      6.66     31.35     34.62     35.52     37.90     31.74     33.39     31.87     30.73     22.00     27.74    -59.82    -61.34    -54.24    -54.24     34.91     29.29     12.44      0.97     23.92     -0.74     -0.01     18.55     17.57     95.21     31.24     32.22     32.22    -63.92    -64.00    -63.00    -64.00
2017-04-20T00:03:30     31.20     45.10     30.24     42.92     24.47     33.79     28.20     31.23      0.70     20.98     92.51      0.52     19.01     31.58     19.00     21.98     24.48     21.48     12.52      6.67     31.40     34.61     35.55     37.92     31.79     33.43     31.88     30.76     21.98     27.73    -61.34    -61.34    -54.24    -54.24     34.91     29.29     12.44      0.97     23.92     -0.74     -0.01     18.55     17.57     95.45     31.24     32.22     32.22    -63.50    -64.00    -63.00    -64.00
2017-04-20T00:04:30     31.19     45.09     30.25     42.90     24.48     33.82     28.20     31.22      0.71     20.96     92.39      0.52     19.02     31.55     19.01     21.98     24.45     21.40     12.45      6.67     31.41     34.58     35.58     37.96     31.83     33.48     31.87     30.83     21.93     27.70    -62.24    -60.13    -54.24    -54.24     34.91     29.29     12.44      0.81     23.92     -0.74     -0.01     18.55     17.57     95.45     31.24     32.22     32.22    -63.42    -64.00    -63.00    -64.00
2017-04-20T00:05:30     31.20     45.07     30.23     42.91     24.47     33.82     28.18     31.18      0.71     20.97     92.57      0.53     19.02     31.52     18.99     21.98     24.47     21.42     12.41      6.68     31.41     34.59     35.65     37.99     31.89     33.52     31.88     30.88     21.90     27.66    -59.82    -62.24    -54.24    -54.24     34.91     29.13     12.44      0.73     23.92     -0.74     -0.01     18.55     17.65     95.45     31.32     32.22     32.22    -63.25    -64.00    -63.00    -64.00
2017-04-20T00:06:30     31.20     45.08     30.24     42.92     24.47     33.83     28.19     31.14      0.71     20.98     92.69      0.53     19.01     31.54     18.99     21.99     24.46     21.45     12.36      6.68     31.43     34.57     35.69     38.01     31.93     33.54     31.88     30.94     21.86     27.65    -59.82    -63.45    -54.24    -54.24     34.91     29.05     12.36      0.73     23.92     -0.74     -0.01     18.55     17.57     95.45     31.41     32.22     32.22    -63.25    -64.00    -63.00    -64.00
2017-04-20T00:07:30     31.21     45.04     30.23     42.91     24.46     33.84     28.17     31.12      0.72     20.99     92.75      0.53     18.99     31.51     19.02     21.98     24.44     21.41     12.30      6.69     31.43     34.57     35.75     38.01     32.00     33.56     31.88     30.97     21.81     27.61    -61.03    -62.24    -54.24    -54.24     34.91     29.05     12.20      0.73     23.92     -0.74     -0.01     18.55     17.57     95.45     31.49     32.22     32.22    -63.08    -64.00    -63.00    -64.00
2017-04-20T00:08:30     31.19     45.11     30.23     42.90     24.48     33.87     28.15     31.07      0.72     20.96     92.63      0.53     19.00     31.49     18.99     21.98     24.44     21.46     12.25      6.68     31.42     34.53     35.74     38.04     32.04     33.61     31.89     31.00     21.78     27.56    -59.82    -61.34    -54.24    -54.24     34.91     29.05     12.20      0.73     23.84     -0.74     -0.01     18.55     17.57     95.45     31.41     32.22     32.22    -63.17    -64.00    -63.00    -64.00
2017-04-20T00:09:30     31.19     45.08     30.19     42.91     24.47     33.86     28.15     31.04      0.73     20.97     92.69      0.53     19.01     31.49     18.96     21.98     24.44     21.43     12.16      6.69     31.41     34.54     35.79     38.02     32.02     33.65     31.85     31.01     21.74     27.55    -59.82    -61.03    -54.24    -54.24     34.91     28.80     12.20      0.73     23.92     -0.74     -0.01     18.55     17.57     95.62     31.32     32.22     32.14    -63.00    -64.00    -63.00    -64.00
