DATE_OBS             IT02SMIR  IT01PMRF  IT04TELF  IT03PMRA  IT06TELM  IT05TELA  IT08GTWM  IT07PZTA  IT10CEBN   IT09GTB  IT12HOPA  IT11CEBP  IT14SPPX  IT13FRAP  IT16SPNX  IT15SPPY  IT18SPPZ  IT17SPNY  IT20PMRA  IT19SPNZ  IT22PCBP  IT21TELD   IT24CPU  IT23PCPC  IT26MEC1   IT25OSC  IT28SMRA  IT27MEC2  IT30TMGT  IT29TFGT  BT12CCD2  BT11CCD1  BT14CCD4  BT13CCD3  BT01TELA  BT02TELF  BT03PMAP  BT04PMRD  BT05GTEL  BT06CBPX  BT07CBNX  BT08SPPX  BT09SPNX  BT10HOPA   BT15IEB  BT16PMSP  BT17SMAP  ITF2CCD2  ITF1CCD1  ITNUCCD3  ITSJCCD4
2016-05-06T00:00:30     30.54     43.56     29.80     41.82     24.28     33.90     28.14     31.33      1.75     20.99     90.54      1.43     19.04     31.40     19.06     21.94     24.66     21.47     13.05      6.71     31.42     33.83     35.27     38.28     31.93     33.23     31.22     30.78     22.40     27.65    -63.45    -63.45    -54.24    -54.24     33.68     29.53     13.18      1.95     23.67      0.48      0.97     18.55     17.82     93.26     31.24     31.49     31.49    -63.00    -63.00    -62.92    -63.67
2016-05-06T00:01:30     30.54     43.57     29.82     41.84     24.28     33.90     28.15     31.29      1.76     20.98     90.43      1.44     19.01     31.40     19.02     21.95     24.63     21.47     13.06      6.71     31.49     33.82     35.31     38.35     31.98     33.27     31.22     30.85     22.37     27.62    -63.45    -63.45    -54.24    -54.24     33.68     29.53     13.18      1.70     23.84      0.48      0.97     18.55     17.57     93.26     31.24     31.49     31.49    -63.00    -63.00    -62.50    -63.58
2016-05-06T00:02:30     30.53     43.56     29.82     41.85     24.28     33.94     28.14     31.27      1.78     20.98     90.65      1.44     18.97     31.36     18.99     21.96     24.62     21.48     13.06      6.71     31.55     33.80     35.34     38.45     32.03     33.31     31.24     30.91     22.31     27.61    -63.45    -63.45    -54.24    -54.24     33.68     29.53     13.18      1.70     23.84      0.48      0.97     18.55     17.57     93.34     31.32     31.49     31.49    -63.00    -63.00    -62.33    -63.08
2016-05-06T00:03:30     30.54     43.53     29.82     41.86     24.28     33.95     28.13     31.22      1.80     20.99     90.77      1.45     19.06     31.34     18.98     21.95     24.62     21.46     13.06      6.72     31.59     33.82     35.38     38.52     32.09     33.36     31.22     30.96     22.28     27.60    -63.45    -63.45    -54.24    -54.24     33.68     29.37     13.18      1.70     23.84      0.48      1.13     18.55     17.65     93.34     31.41     31.49     31.49    -63.00    -63.00    -62.08    -63.08
2016-05-06T00:04:30     30.56     43.56     29.80     41.87     24.28     33.94     28.10     31.17      1.81     20.98     90.82      1.47     19.04     31.32     19.00     21.97     24.61     21.47     13.06      6.73     31.63     33.82     35.44     38.57     32.13     33.41     31.25     31.01     22.23     27.59    -63.45    -63.45    -54.24    -54.24     33.68     29.29     13.18      1.62     23.84      0.48      0.97     18.55     17.57     93.42     31.49     31.49     31.49    -63.00    -63.00    -62.00    -63.00
2016-05-06T00:05:30     30.55     43.54     29.82     41.85     24.27     33.95     28.10     31.11      1.82     20.97     90.94      1.48     19.00     31.29     18.98     21.96     24.61     21.46     13.04      6.73     31.69     33.82     35.50     38.64     32.18     33.45     31.23     31.07     22.19     27.56    -63.45    -63.45    -54.24    -54.24     33.68     29.29     13.18      1.46     23.84      0.48      0.97     18.55     17.82     93.50     31.49     31.49     31.49    -62.92    -63.00    -62.00    -63.00
2016-05-06T00:06:30     30.57     43.56     29.82     41.89     24.28     33.99     28.09     31.09      1.82     20.98     90.82      1.49     19.01     31.25     19.00     21.94     24.60     21.44     13.02      6.74     31.73     33.81     35.55     38.68     32.25     33.50     31.22     31.13     22.15     27.54    -63.45    -63.45    -54.24    -54.24     33.68     29.29     13.18      1.46     23.92      0.48      0.97     18.55     17.65     93.50     31.49     31.49     31.49    -63.00    -63.00    -62.00    -63.00
2016-05-06T00:07:30     30.55     43.55     29.81     41.87     24.29     33.98     28.07     31.03      1.84     20.97     90.82      1.49     19.00     31.22     19.01     21.95     24.61     21.49     13.00      6.74     31.79     33.81     35.62     38.73     32.31     33.54     31.23     31.20     22.09     27.49    -63.45    -63.45    -54.24    -54.24     33.68     29.21     13.18      1.46     23.84      0.48      1.05     18.55     17.82     93.66     31.49     31.49     31.49    -62.92    -63.00    -62.00    -63.00
2016-05-06T00:08:30     30.57     43.57     29.79     41.91     24.29     33.99     28.07     31.03      1.85     20.98     91.11      1.50     18.99     31.18     19.05     21.97     24.59     21.46     12.96      6.75     31.82     33.80     35.71     38.78     32.36     33.61     31.23     31.27     22.06     27.47    -63.45    -63.45    -54.24    -54.24     33.68     29.05     12.93      1.38     23.92      0.48      1.05     18.55     17.82     93.66     31.57     31.49     31.49    -62.42    -63.00    -62.00    -63.00
2016-05-06T00:09:30     30.58     43.56     29.78     41.88     24.29     34.03     28.05     30.98      1.86     20.98     90.99      1.51     19.07     31.17     19.02     21.98     24.58     21.47     12.92      6.75     31.85     33.78     35.78     38.83     32.43     33.64     31.23     31.31     21.99     27.43    -63.45    -63.45    -54.24    -54.24     33.68     29.05     12.93      1.38     23.92      0.48      1.05     18.55     17.73     93.74     31.57     31.49     31.49    -62.25    -63.00    -62.00    -63.00
